Ax,Ay,Az,Gx,Gy,Gz,A3D,G3D,subject,label
8.332119141,-2.36076709,4.443796875,3.784179688,0.183105469,3.41796875,9.733692069,5.102553664,11,standing
8.356062012,-2.432595703,4.529991211,3.295898438,-0.305175781,3.662109375,9.811325831,4.936306701,11,standing
8.317753418,-2.499635742,4.568299805,2.502441406,-0.549316406,3.662109375,9.813386972,4.469340732,11,standing
8.260290527,-2.509212891,4.496471191,2.380371094,-0.366210938,3.845214844,9.733796901,4.537174692,11,standing
8.351273438,-2.533155762,4.47252832,2.319335938,-0.122070313,3.723144531,9.806332429,4.388168815,11,standing
8.231559082,-2.523578613,4.367179688,2.44140625,0,3.845214844,9.653977023,4.554793263,11,standing
8.312964844,-2.595407227,4.462951172,2.868652344,0.366210938,3.845214844,9.785676079,4.81133598,11,standing
8.312964844,-2.628927246,4.448585449,3.601074219,0.48828125,3.967285156,9.788082318,5.380102752,11,standing
8.332119141,-2.686390137,4.477316895,3.90625,0.671386719,4.39453125,9.832968418,5.917892707,11,standing
8.269867676,-2.777373047,4.328871094,3.967285156,0.793457031,4.577636719,9.738769807,6.109311213,11,standing
8.265079102,-2.652870117,4.448585449,3.845214844,1.281738281,4.455566406,9.753930742,6.023338129,11,standing
8.269867676,-2.719910156,4.386333984,3.112792969,1.46484375,4.150390625,9.74825874,5.390824577,11,standing
8.336907715,-2.691178711,4.439008301,2.319335938,1.46484375,3.540039063,9.820960635,4.47850008,11,standing
8.207616211,-2.609772949,4.429431152,1.770019531,1.708984375,2.624511719,9.684820032,3.597451667,11,standing
8.284233398,-2.600195801,4.348025391,1.037597656,1.647949219,1.770019531,9.710554361,2.63159926,11,standing
8.198039063,-2.48527002,4.266619629,0.9765625,1.281738281,1.220703125,9.570185714,2.02154482,11,standing
8.293810547,-2.48527002,4.348025391,1.098632813,0.793457031,0.9765625,9.688611111,1.670401878,11,standing
8.236347656,-2.514001465,4.467739746,1.220703125,-0.061035156,0.9765625,9.701459917,1.564453811,11,standing
8.231559082,-2.514001465,4.295351074,1.220703125,-0.48828125,1.037597656,9.61918963,1.674856291,11,standing
8.121421875,-2.643292969,4.247465332,0.9765625,-1.037597656,1.159667969,9.5386295,1.837148064,11,standing
8.102267578,-2.763007324,4.314505371,1.159667969,-1.281738281,1.281738281,9.586235235,2.151867989,11,standing
8.00170752,-2.820470215,4.252253906,1.220703125,-1.159667969,1.098632813,9.490207518,2.010457653,11,standing
8.006496094,-3.016801758,4.338448242,1.159667969,-0.610351563,0.671386719,9.593081137,1.472453379,11,standing
8.083113281,-2.954550293,4.314505371,1.281738281,0.305175781,-0.122070313,9.627099477,1.323210656,11,standing
8.130999023,-3.012013184,4.453374023,0.915527344,1.708984375,-1.220703125,9.747713,2.291055222,11,standing
8.202827637,-2.662447266,4.439008301,0.915527344,2.624511719,-2.258300781,9.699474283,3.581364893,11,standing
8.198039063,-2.628927246,4.587454102,1.220703125,3.662109375,-2.685546875,9.75519544,4.702480538,11,standing
8.27465625,-2.566675781,4.458162598,1.647949219,4.028320313,-2.624511719,9.743355396,5.082436712,11,standing
8.279444824,-2.470904297,4.38154541,1.831054688,3.967285156,-2.563476563,9.687750762,5.065917969,11,standing
8.284233398,-2.389498535,4.2905625,2.197265625,4.028320313,-2.014160156,9.630532323,5.011205634,11,standing
8.303387695,-2.336824219,4.41506543,2.197265625,3.845214844,-1.525878906,9.690190782,4.684224574,11,standing
8.298599121,-2.499635742,4.295351074,2.075195313,3.295898438,-1.281738281,9.672898587,4.100272566,11,standing
8.169307617,-2.461327148,4.089442383,1.831054688,2.746582031,-1.159667969,9.461461688,3.498757482,11,standing
8.174096191,-2.442172852,4.142116699,1.892089844,2.075195313,-0.9765625,9.483521895,2.9732329,11,standing
8.255501953,-2.523578613,4.175636719,2.014160156,1.46484375,-0.732421875,9.589457937,2.595968056,11,standing
8.351273438,-2.514001465,4.094230957,2.075195313,1.220703125,-1.098632813,9.634661308,2.646421312,11,standing
8.370427734,-2.399075684,4.261831055,1.831054688,1.220703125,-1.403808594,9.694474123,2.610278904,11,standing
8.480564941,-2.370344238,4.16605957,1.770019531,1.831054688,-1.708984375,9.741384187,3.066978644,11,standing
8.624222168,-2.250629883,4.328871094,1.586914063,2.563476563,-1.770019531,9.908666299,3.496094602,11,standing
8.518873535,-2.260207031,4.266619629,1.647949219,3.295898438,-1.770019531,9.792026613,4.087988782,11,standing
8.681685059,-2.255418457,4.348025391,1.220703125,3.662109375,-1.525878906,9.968143893,4.150839389,11,standing
8.576336426,-2.284149902,4.19957959,0.366210938,3.784179688,-1.342773438,9.818724764,4.032017716,11,standing
8.686473633,-2.370344238,4.161270996,-0.122070313,3.784179688,-0.793457031,9.919149776,3.868396454,11,standing
8.600279297,-2.408652832,4.065499512,-0.366210938,3.479003906,-0.366210938,9.812986229,3.517341195,11,standing
8.590702148,-2.432595703,4.089442383,-0.671386719,2.9296875,-0.366210938,9.82044929,3.027860536,11,standing
8.652953613,-2.547521484,4.122962402,-0.915527344,2.563476563,-0.122070313,9.917776511,2.724794224,11,standing
8.514084961,-2.619350098,4.065499512,-0.549316406,2.136230469,-0.122070313,9.791778385,2.209101693,11,standing
8.514084961,-2.600195801,4.151693848,-0.366210938,1.586914063,-0.122070313,9.822790985,1.633189473,11,standing
8.447044922,-2.600195801,4.099019531,0.122070313,1.220703125,-0.061035156,9.742461046,1.228308826,11,standing
8.442256348,-2.643292969,4.099019531,0.48828125,1.098632813,-0.061035156,9.749905183,1.203801448,11,standing
8.461410645,-2.767795898,4.204368164,0.610351563,1.220703125,0.244140625,9.845449502,1.386452233,11,standing
8.432679199,-2.772584473,4.218733887,0.915527344,1.892089844,0.610351563,9.828276489,2.188772104,11,standing
8.427890625,-2.743853027,4.103808105,1.525878906,2.807617188,1.159667969,9.767257076,3.399389725,11,standing
8.514084961,-2.719910156,4.16605957,2.014160156,4.028320313,1.403808594,9.861217284,4.717508266,11,standing
8.538027832,-2.801315918,4.012825195,2.746582031,5.004882813,2.075195313,9.841141,6.074454741,11,standing
8.581125,-2.830047363,4.036768066,3.723144531,5.798339844,2.624511719,9.896482747,7.373643055,11,standing
8.49014209,-2.739064453,3.988882324,5.126953125,6.34765625,3.234863281,9.772214129,8.777398741,11,standing
8.581125,-2.54273291,4.137328125,5.859375,6.530761719,3.967285156,9.859953394,9.629251037,11,standing
8.54760498,-2.461327148,4.055922363,6.34765625,6.34765625,4.211425781,9.776000637,9.915724222,11,standing
8.509296387,-2.432595703,4.113385254,6.652832031,5.981445313,4.39453125,9.759384463,9.967435326,11,standing
8.585913574,-2.336824219,4.01761377,6.469726563,5.737304688,4.638671875,9.763190039,9.812813238,11,standing
8.538027832,-2.437384277,4.122962402,6.164550781,5.249023438,4.577636719,9.789667019,9.301004855,11,standing
8.509296387,-2.581041504,4.099019531,6.042480469,4.699707031,4.577636719,9.79141774,8.919281043,11,standing
8.418313477,-2.523578613,4.213945313,6.225585938,4.211425781,4.638671875,9.746475563,8.832400814,11,standing
8.356062012,-2.63371582,4.046345215,6.713867188,3.845214844,4.699707031,9.65055133,9.052565161,11,standing
8.384793457,-2.518790039,4.103808105,7.263183594,3.479003906,4.943847656,9.669038502,9.449811307,11,standing
8.322541992,-2.566675781,4.161270996,7.568359375,3.051757813,5.310058594,9.652393801,9.73601621,11,standing
8.317753418,-2.643292969,4.060710938,7.690429688,2.807617188,5.249023438,9.626078795,9.725105146,11,standing
8.245924805,-2.676812988,4.070288086,7.873535156,2.868652344,5.249023438,9.577465675,9.888072066,11,standing
8.293810547,-2.777373047,4.022402344,7.873535156,3.234863281,5.187988281,9.627087568,9.968556501,11,standing
8.279444824,-2.763007324,4.065499512,8.178710938,3.845214844,5.126953125,9.628691622,10.39050712,11,standing
8.336907715,-2.79173877,4.022402344,8.361816406,4.455566406,4.821777344,9.668379193,10.63116091,11,standing
8.356062012,-2.734275879,4.008036621,8.911132813,5.249023438,4.211425781,9.662525264,11.16676507,11,standing
8.49014209,-2.590618652,4.079865234,9.338378906,5.920410156,3.723144531,9.769294654,11.66697828,11,standing
8.427890625,-2.557098633,4.07507666,10.00976563,6.225585938,3.479003906,9.704346634,12.29051652,11,standing
8.514084961,-2.509212891,4.036768066,10.49804688,6.225585938,3.662109375,9.750963464,12.74276083,11,standing
8.566759277,-2.499635742,4.180425293,11.29150391,6.34765625,3.90625,9.854618155,13.52958201,11,standing
8.384793457,-2.413441406,3.960150879,11.90185547,6.34765625,4.577636719,9.581871202,14.24435542,11,standing
8.427890625,-2.537944336,4.10859668,12.02392578,6.652832031,4.699707031,9.713447818,14.52316121,11,standing
8.427890625,-2.494847168,4.012825195,11.90185547,7.202148438,4.699707031,9.662109957,14.68374448,11,standing
8.389582031,-2.619350098,3.917053711,11.29150391,7.751464844,4.333496094,9.622338145,14.3653213,11,standing
8.408736328,-2.638504395,4.008036621,10.92529297,8.361816406,3.967285156,9.681575782,14.31856667,11,standing
8.341696289,-2.600195801,3.763819336,11.35253906,8.7890625,3.90625,9.513740125,14.87906421,11,standing
8.360850586,-2.547521484,3.897899414,11.71875,9.094238281,3.90625,9.570125813,15.33926532,11,standing
8.298599121,-2.557098633,3.806916504,12.02392578,9.033203125,3.90625,9.481461599,15.53809316,11,standing
8.346484863,-2.48527002,3.921842285,12.63427734,8.972167969,3.967285156,9.55098024,15.99575299,11,standing
8.408736328,-2.456538574,3.926630859,12.87841797,8.911132813,4.150390625,9.59999262,16.20147153,11,standing
8.39915918,-2.514001465,3.873956543,13.36669922,8.483886719,4.272460938,9.585072644,16.39813722,11,standing
8.36563916,-2.389498535,3.940996582,13.54980469,8.117675781,4.333496094,9.551181909,16.37904318,11,standing
8.375216309,-2.442172852,3.864379395,13.36669922,7.873535156,4.39453125,9.541587109,16.12368161,11,standing
8.370427734,-2.54273291,3.998459473,13.00048828,7.873535156,4.028320313,9.618587696,15.7236324,11,standing
8.447044922,-2.54273291,3.974516602,12.51220703,8.239746094,3.723144531,9.675476256,15.43731018,11,standing
8.447044922,-2.537944336,4.079865234,11.71875,8.972167969,3.173828125,9.717974568,15.09642622,11,standing
8.437467773,-2.614561523,4.031979492,11.41357422,10.19287109,2.685546875,9.709976983,15.53629491,11,standing
8.485353516,-2.446961426,4.046345215,11.16943359,11.16943359,2.44140625,9.713997843,15.98352145,11,standing
8.475776367,-2.399075684,4.084653809,11.23046875,12.14599609,2.258300781,9.709724296,16.69576509,11,standing
8.389582031,-2.403864258,4.2905625,11.16943359,12.93945313,2.502441406,9.724843268,17.27564491,11,standing
8.45662207,-2.336824219,4.142116699,11.29150391,13.18359375,2.44140625,9.702181972,17.5289951,11,standing
8.360850586,-2.245841309,4.137328125,10.86425781,12.6953125,2.197265625,9.595056525,16.85322027,11,standing
8.442256348,-2.399075684,4.185213867,10.25390625,11.84082031,2.014160156,9.723336438,15.79254445,11,standing
8.336907715,-2.284149902,4.314505371,9.643554688,10.37597656,1.953125,9.661072799,14.29943124,11,standing
8.447044922,-2.241052734,4.271408203,8.911132813,9.216308594,1.647949219,9.727271627,12.92533824,11,standing
8.485353516,-2.403864258,4.16605957,8.30078125,8.422851563,1.403808594,9.7537603,11.9087395,11,standing
8.327330566,-2.399075684,4.113385254,7.751464844,8.728027344,1.586914063,9.592702265,11.78057574,11,standing
8.356062012,-2.48527002,4.089442383,7.568359375,9.643554688,2.014160156,9.629323882,12.42316593,11,standing
8.423102051,-2.648081543,4.094230957,7.507324219,10.86425781,1.953125,9.732610706,13.34940868,11,standing
8.557182129,-2.585830078,4.060710938,7.446289063,12.20703125,1.708984375,9.818414154,14.40067569,11,standing
8.605067871,-2.590618652,4.065499512,8.117675781,13.06152344,1.708984375,9.863406326,15.47322469,11,standing
8.605067871,-2.609772949,3.974516602,8.972167969,13.06152344,1.770019531,9.831321891,15.94478478,11,standing
8.729570801,-2.480481445,4.151693848,10.19287109,12.45117188,1.708984375,9.979717249,16.18168501,11,standing
8.724782227,-2.413441406,4.027190918,11.35253906,11.47460938,1.831054688,9.907814644,16.24498583,11,standing
8.868439453,-2.499635742,3.850013672,11.35253906,10.68115234,2.44140625,9.985990309,15.77744032,11,standing
8.983365234,-2.370344238,3.76860791,11.35253906,10.55908203,2.624511719,10.02605547,15.72458007,11,standing
8.868439453,-2.547521484,3.706356445,11.41357422,11.10839844,2.868652344,9.943649337,16.18318135,11,standing
9.01209668,-2.394287109,3.615373535,11.53564453,11.65771484,2.990722656,10.0010711,16.67086777,11,standing
8.911536621,-2.351189941,3.46213916,11.84082031,12.14599609,2.807617188,9.845302771,17.19339876,11,standing
9.064770996,-2.312881348,3.385521973,11.84082031,11.96289063,2.685546875,9.948932222,17.04488016,11,standing
9.131811035,-2.226687012,3.366367676,12.02392578,11.16943359,2.685546875,9.984014181,16.62958809,11,standing
9.10307959,-2.169224121,3.375944824,12.39013672,9.643554688,2.746582031,9.948296073,15.93917651,11,standing
9.055193848,-2.241052734,3.352001953,12.14599609,7.995605469,2.746582031,9.912354416,14.79860266,11,standing
8.959422363,-2.255418457,3.332847656,11.71875,6.164550781,2.807617188,9.821712427,13.53563823,11,standing
8.968999512,-2.207532715,3.385521973,11.29150391,4.333496094,2.746582031,9.837576529,12.40245789,11,standing
8.79661084,-2.288938477,3.40467627,11.16943359,2.9296875,2.624511719,9.706256854,11.84176412,11,standing
8.806187988,-2.32724707,3.352001953,10.80322266,1.403808594,2.44140625,9.705717022,11.16426275,11,standing
8.748725098,-2.322458496,3.476504883,10.62011719,0.305175781,2.258300781,9.696395748,10.86185729,11,standing
8.79661084,-2.384709961,3.419041992,9.948730469,-0.061035156,2.136230469,9.734323398,10.17567904,11,standing
8.61464502,-2.212321289,3.481293457,9.948730469,-0.244140625,2.014160156,9.551223923,10.15350598,11,standing
8.648165039,-2.312881348,3.481293457,10.00976563,-0.427246094,2.014160156,9.605185204,10.21933404,11,standing
8.566759277,-2.188378418,3.677625,10.00976563,-0.549316406,2.197265625,9.576183491,10.26280335,11,standing
8.54760498,-2.250629883,3.730299316,10.37597656,-0.732421875,2.502441406,9.593853176,10.69857675,11,standing
8.509296387,-2.231475586,3.706356445,10.19287109,-0.305175781,3.051757813,9.54592512,10.64429327,11,standing
8.494930664,-2.336824219,3.749453613,9.643554688,0,3.112792969,9.575123854,10.13349037,11,standing
8.552393555,-2.226687012,3.816493652,9.338378906,0.244140625,2.990722656,9.626380128,9.80863636,11,standing
8.643376465,-2.174012695,3.888322266,9.094238281,0.793457031,2.746582031,9.723854069,9.533019292,11,standing
8.710416504,-2.288938477,3.888322266,9.094238281,1.281738281,2.9296875,9.809670997,9.640077374,11,standing
8.662530762,-2.087818359,3.854802246,9.521484375,2.136230469,3.112792969,9.708652072,10.24263762,11,standing
8.810976563,-2.169224121,3.926630859,10.00976563,2.746582031,3.479003906,9.887227679,10.94726399,11,standing
8.729570801,-2.097395508,3.974516602,10.13183594,3.112792969,4.028320313,9.818414154,11.33891283,11,standing
8.772667969,-2.193166992,4.094230957,9.887695313,3.295898438,4.272460938,9.926349373,11.26425264,11,standing
8.629010742,-2.17880127,4.036768066,9.338378906,3.41796875,4.333496094,9.77253794,10.84744299,11,standing
8.633799316,-2.26978418,3.888322266,8.7890625,3.41796875,4.028320313,9.737220389,10.25463283,11,standing
8.600279297,-2.403864258,3.926630859,8.117675781,3.90625,3.601074219,9.755090838,9.7017104,11,standing
8.686473633,-2.312881348,4.07507666,7.751464844,4.39453125,3.234863281,9.86967548,9.479528078,11,standing
8.739147949,-2.183589844,4.055922363,7.32421875,4.516601563,3.112792969,9.878829774,9.150592879,11,standing
8.724782227,-2.188378418,3.960150879,7.080078125,3.967285156,2.868652344,9.828205329,8.607904741,11,standing
8.686473633,-2.030355469,4.079865234,6.469726563,3.295898438,2.685546875,9.809305166,7.741606443,11,standing
8.734359375,-2.035144043,3.993670898,5.920410156,2.44140625,2.563476563,9.817344458,6.89805284,11,standing
8.782245117,-2.035144043,4.065499512,4.699707031,1.037597656,2.380371094,9.889283435,5.369359517,11,standing
8.719993652,-2.073452637,3.98409375,3.540039063,-0.305175781,2.075195313,9.808695027,4.11478364,11,standing
8.76309082,-2.174012695,4.036768066,2.502441406,-1.342773438,2.075195313,9.890075245,3.517341195,11,standing
8.710416504,-2.135704102,4.185213867,1.525878906,-1.770019531,2.014160156,9.896898645,3.085144521,11,standing
8.561970703,-2.279361328,4.079865234,0.427246094,-2.014160156,1.770019531,9.75439033,2.715207082,11,standing
8.581125,-2.159646973,4.089442383,-0.427246094,-1.770019531,1.281738281,9.747990578,2.226737835,11,standing
8.538027832,-2.303304199,4.07507666,-1.098632813,-1.342773438,1.159667969,9.737010798,2.086831176,11,standing
8.475776367,-2.212321289,3.964939453,-1.525878906,-0.9765625,0.915527344,9.615294867,2.029820453,11,standing
8.514084961,-2.159646973,4.051133789,-1.770019531,-1.098632813,0.9765625,9.672921107,2.300790628,11,standing
8.466199219,-2.116549805,3.98409375,-1.831054688,-1.281738281,0.9765625,9.59319109,2.439116358,11,standing
8.49014209,-2.250629883,3.940996582,-2.075195313,-1.525878906,1.159667969,9.627008966,2.82481359,11,standing
8.461410645,-2.26978418,3.945785156,-2.44140625,-2.014160156,1.098632813,9.608153351,3.350268597,11,standing
8.470987793,-2.174012695,3.883533691,-3.051757813,-2.136230469,0.915527344,9.569002002,3.836000088,11,standing
8.336907715,-2.322458496,3.806916504,-3.601074219,-1.770019531,0.915527344,9.454652663,4.115688884,11,standing
8.427890625,-2.317669922,4.008036621,-4.272460938,-1.46484375,0.793457031,9.615887469,4.585767519,11,standing
8.360850586,-2.427807129,3.806916504,-4.333496094,-0.793457031,0.732421875,9.502140982,4.466005403,11,standing
8.466199219,-2.48527002,3.80212793,-4.089355469,0.183105469,0.793457031,9.607771494,4.169643848,11,standing
8.538027832,-2.557098633,3.687202148,-3.601074219,0.793457031,0.9765625,9.645316602,3.814575193,11,standing
8.585913574,-2.514001465,3.845225098,-3.112792969,1.708984375,1.098632813,9.737754943,3.717136225,11,standing
8.600279297,-2.423018555,3.940996582,-2.44140625,2.380371094,1.342773438,9.76561708,3.664651624,11,standing
8.638587891,-2.41822998,3.850013672,-2.502441406,2.807617188,1.342773438,9.761948692,3.993490675,11,standing
8.638587891,-2.36076709,3.811705078,-2.9296875,3.051757813,1.342773438,9.732806255,4.438393301,11,standing
8.729570801,-2.379921387,3.854802246,-3.295898438,3.295898438,1.220703125,9.835086808,4.818299403,11,standing
8.748725098,-2.26978418,3.907476563,-3.723144531,3.051757813,0.915527344,9.846851484,4.900328689,11,standing
8.70562793,-2.370344238,3.955362305,-4.211425781,2.868652344,0.549316406,9.851465902,5.125136281,11,standing
8.830130859,-2.399075684,3.826070801,-4.455566406,2.319335938,0.183105469,9.917942977,5.026422068,11,standing
8.76309082,-2.32724707,3.71114502,-4.760742188,1.647949219,-0.305175781,9.7969606,5.047131369,11,standing
8.791822266,-2.32724707,3.730299316,-5.004882813,0.610351563,-0.915527344,9.829921193,5.124409362,11,standing
8.700839355,-2.365555664,3.730299316,-5.615234375,-0.610351563,-1.098632813,9.757847718,5.754161987,11,standing
8.691262207,-2.317669922,3.682413574,-6.225585938,-1.892089844,-1.342773438,9.719557724,6.643866701,11,standing
8.657742188,-2.193166992,3.850013672,-6.408691406,-3.173828125,-1.586914063,9.725692084,7.325490205,11,standing
8.576336426,-2.23626416,3.76860791,-6.591796875,-4.150390625,-1.708984375,9.631034704,7.974845201,11,standing
8.576336426,-2.207532715,3.850013672,-7.263183594,-5.126953125,-1.831054688,9.656570429,9.077017436,11,standing
8.54760498,-2.274572754,4.041556641,-8.056640625,-6.164550781,-2.136230469,9.72468057,10.36699692,11,standing
8.418313477,-2.274572754,4.060710938,-8.850097656,-7.080078125,-2.380371094,9.619306437,11.58092834,11,standing
8.45662207,-2.226687012,4.070288086,-9.582519531,-7.446289063,-2.624511719,9.645715992,12.41611707,11,standing
8.389582031,-2.423018555,4.161270996,-10.19287109,-7.690429688,-2.746582031,9.673276688,13.06066778,11,standing
8.351273438,-2.456538574,4.031979492,-10.68115234,-7.263183594,-3.051757813,9.593498237,13.27230489,11,standing
8.317753418,-2.566675781,4.213945313,-10.92529297,-6.774902344,-2.868652344,9.67110033,13.17157904,11,standing
8.341696289,-2.523578613,4.156482422,-10.68115234,-5.859375,-2.563476563,9.655500615,12.44952621,11,standing
8.351273438,-2.537944336,4.041556641,-10.62011719,-4.760742188,-2.563476563,9.618685438,11.91733894,11,standing
8.346484863,-2.581041504,4.079865234,-10.37597656,-3.723144531,-2.44140625,9.642141108,11.29084405,11,standing
8.336907715,-2.442172852,3.993670898,-10.00976563,-2.624511719,-2.44140625,9.561257539,10.6322121,11,standing
8.418313477,-2.557098633,4.055922363,-9.643554688,-1.525878906,-2.319335938,9.687995738,10.03522659,11,standing
8.427890625,-2.509212891,3.95057373,-9.460449219,-0.732421875,-2.380371094,9.640151582,9.782776077,11,standing
8.485353516,-2.643292969,3.873956543,-9.155273438,0.122070313,-2.319335938,9.695141118,9.445276707,11,standing
8.480564941,-2.561887207,3.864379395,-8.7890625,1.037597656,-2.44140625,9.665230256,9.180669529,11,standing
8.538027832,-2.600195801,3.826070801,-8.178710938,1.892089844,-2.44140625,9.710703128,8.742527155,11,standing
8.638587891,-2.494847168,3.907476563,-7.751464844,2.624511719,-2.258300781,9.803970432,8.489593124,11,standing
8.719993652,-2.399075684,3.821282227,-7.873535156,2.9296875,-2.197265625,9.818149076,8.683524684,11,standing
8.67210791,-2.54273291,3.739876465,-7.995605469,2.807617188,-2.44140625,9.780471473,8.81889367,11,standing
8.772667969,-2.379921387,3.562699219,-7.995605469,2.44140625,-2.44140625,9.763019759,8.709227048,11,standing
8.79661084,-2.379921387,3.806916504,-8.361816406,1.953125,-2.563476563,9.876082287,8.961366133,11,standing
8.849285156,-2.346401367,3.787762207,-8.728027344,0.9765625,-2.563476563,9.907703553,9.148964297,11,standing
8.787033691,-2.456538574,3.735087891,-9.27734375,0.122070313,-2.746582031,9.858875413,9.676141848,11,standing
8.681685059,-2.585830078,3.64410498,-9.521484375,-0.854492188,-2.990722656,9.764101278,10.01664832,11,standing
8.686473633,-2.461327148,3.663259277,-9.643554688,-1.46484375,-3.051757813,9.743327154,10.22042758,11,standing
8.633799316,-2.456538574,3.725510742,-9.643554688,-2.014160156,-3.112792969,9.71887353,10.33172145,11,standing
8.633799316,-2.423018555,3.715933594,-9.704589844,-2.075195313,-3.173828125,9.706784845,10.4191499,11,standing
8.54760498,-2.322458496,3.878745117,-9.765625,-2.319335938,-3.173828125,9.669541253,10.52710482,11,standing
8.528450684,-2.336824219,3.816493652,-9.704589844,-2.746582031,-3.173828125,9.631243029,10.57336095,11,standing
8.528450684,-2.32724707,3.64410498,-9.765625,-3.295898438,-2.990722656,9.561906248,10.7319523,11,standing
8.595490723,-2.442172852,3.873956543,-9.704589844,-3.784179688,-2.807617188,9.739312517,10.78803941,11,standing
8.523662109,-2.490058594,3.787762207,-9.582519531,-4.028320313,-2.624511719,9.654032841,10.7210124,11,standing
8.552393555,-2.456538574,3.835647949,-9.399414063,-4.150390625,-2.624511719,9.689696201,10.60484742,11,standing
8.533239258,-2.518790039,3.98409375,-9.460449219,-3.90625,-2.502441406,9.748511604,10.53665514,11,standing
8.49014209,-2.494847168,4.008036621,-9.399414063,-3.479003906,-2.319335938,9.714480565,10.28745703,11,standing
8.485353516,-2.494847168,3.869167969,-9.643554688,-2.685546875,-2.380371094,9.653804817,10.28962952,11,standing
8.566759277,-2.581041504,3.98409375,-9.704589844,-2.136230469,-2.685546875,9.794087133,10.29343027,11,standing
8.528450684,-2.557098633,4.027190918,-9.826660156,-1.281738281,-2.685546875,9.771974784,10.26733972,11,standing
8.49014209,-2.590618652,3.907476563,-9.704589844,-0.305175781,-2.868652344,9.69856643,10.12429566,11,standing
8.432679199,-2.504424316,4.055922363,-9.521484375,0.366210938,-2.563476563,9.686729368,9.867329286,11,standing
8.581125,-2.509212891,4.012825195,-9.27734375,0.915527344,-2.624511719,9.79972559,9.684800418,11,standing
8.533239258,-2.552310059,3.907476563,-9.399414063,1.46484375,-2.624511719,9.726193086,9.868273086,11,standing
8.533239258,-2.509212891,3.811705078,-9.338378906,1.708984375,-2.624511719,9.676849547,9.849569024,11,standing
8.561970703,-2.504424316,3.85959082,-9.399414063,1.953125,-2.746582031,9.719872673,9.985359024,11,standing
8.518873535,-2.399075684,3.873956543,-9.338378906,1.892089844,-2.807617188,9.660968365,9.933178688,11,standing
8.514084961,-2.48527002,3.730299316,-9.155273438,1.708984375,-2.807617188,9.621919911,9.727403229,11,standing
8.542816406,-2.442172852,3.907476563,-9.155273438,1.403808594,-2.685546875,9.70630174,9.643747835,11,standing
8.533239258,-2.581041504,3.811705078,-9.27734375,0.854492188,-2.868652344,9.695722927,9.748252675,11,standing
8.499719238,-2.590618652,3.773396484,-9.765625,0.48828125,-3.173828125,9.653758499,10.28003089,11,standing
8.581125,-2.57625293,3.792550781,-10.55908203,0.427246094,-3.479003906,9.729143172,11.12565597,11,standing
8.70562793,-2.456538574,3.730299316,-11.10839844,0.48828125,-3.784179688,9.784562965,11.74542253,11,standing
8.61464502,-2.432595703,3.850013672,-11.41357422,0.854492188,-4.028320313,9.744343792,12.13372152,11,standing
8.624222168,-2.403864258,3.763819336,-11.77978516,1.098632813,-4.028320313,9.711956928,12.4979077,11,standing
8.662530762,-2.475692871,3.854802246,-12.51220703,1.281738281,-4.089355469,9.799387468,13.22577052,11,standing
8.652953613,-2.427807129,3.840436523,-13.30566406,1.403808594,-4.089355469,9.773269994,13.99050402,11,standing
8.619433594,-2.547521484,3.998459473,-13.79394531,1.525878906,-4.028320313,9.837285161,14.45090303,11,standing
8.585913574,-2.504424316,3.80212793,-14.22119141,1.525878906,-4.150390625,9.718345016,14.89282827,11,standing
8.61464502,-2.743853027,3.797339355,-14.70947266,1.159667969,-4.39453125,9.806152376,15.39562667,11,standing
8.643376465,-2.480481445,3.826070801,-14.70947266,0.732421875,-4.455566406,9.772387768,15.38691326,11,standing
8.538027832,-2.557098633,3.696779297,-14.28222656,0.122070313,-4.333496094,9.648981804,14.92568542,11,standing
8.571547852,-2.571464355,3.658470703,-14.03808594,-0.549316406,-4.211425781,9.667898913,14.66648262,11,standing
8.542816406,-2.595407227,3.601007813,-14.16015625,-0.915527344,-4.211425781,9.627206661,14.8014973,11,standing
8.470987793,-2.748641602,3.447773438,-13.79394531,-0.854492188,-4.089355469,9.549858979,14.41269969,11,standing
8.552393555,-2.88272168,3.289750488,-13.30566406,-0.549316406,-3.967285156,9.606038625,13.89538759,11,standing
8.605067871,-3.026378906,3.251441895,-12.81738281,-0.366210938,-3.967285156,9.683906069,13.42232335,11,standing
8.643376465,-3.016801758,3.217921875,-11.47460938,-0.366210938,-3.845214844,9.703817329,12.10728904,11,standing
8.70562793,-2.992858887,3.428619141,-10.19287109,-0.061035156,-3.540039063,9.823471442,10.79028373,11,standing
8.619433594,-2.944973145,3.366367676,-8.850097656,0.610351563,-2.990722656,9.710815292,9.36168679,11,standing
8.753513672,-2.839624512,3.361579102,-8.422851563,1.342773438,-2.868652344,9.797330403,8.998701863,11,standing
8.67210791,-2.786950195,3.165247559,-8.544921875,2.258300781,-3.540039063,9.643201704,9.52089748,11,standing
8.676896484,-2.676812988,3.107784668,-8.911132813,3.051757813,-4.272460938,9.59750936,10.34289303,11,standing
8.61464502,-2.638504395,3.107784668,-9.338378906,3.540039063,-4.821777344,9.530589688,11.08993841,11,standing
8.652953613,-2.504424316,2.959338867,-9.521484375,3.723144531,-5.126953125,9.481742135,11.43705024,11,standing
8.743936523,-2.734275879,2.892298828,-9.338378906,3.540039063,-5.493164063,9.607189132,11.39789667,11,standing
